id,a1_gender,a2_age,a3_number_of_children,a4_children_under_18_years,a5_age_youngest_children,a6_education_level,B2_Public_service_status_ger,B1_commute_distance_in_km,B3_early_retirement_rate,B4_sickness_days,B5_Degree_of_employment,B6_gross_working_days,B7_Vacation_days,B8_net_working_days,B9_salary_increase_last_year,B10_Tenure_in_month,B11_salary_today_brl,B12_salary_increase_last_5_years,B13_Parental_leave,D1_monthly_unemployment_rate_brazil,D2_monthly_number_of_vacancies,D3_monthly_short_time_workers,B14_Cargo,B15_Sector,B16_Headquarters,c1_overall_employee_satisfaction,c2_employee_satisfaction_moving_average,M_Onb_3d_Integration,M_eNPS,M_Onb_15d_Credibility,M_Onb_15d_Respect,M_Onb_15d_Impartiality,M_Onb_15d_Pride,M_Onb_15d_Camaraderie,M_Onb_30d_Credibility,M_Onb_30d_Respect,M_Onb_30d_Impartiality,M_Onb_30d_Pride,M_Onb_30d_Camaraderie,Climate_Cred_Informative_Comm,Climate_Cred_Accessible_Comm,Climate_Cred_Coordination,Climate_Cred_Supervision,Climate_Cred_Clear_Vision,Climate_Cred_Reliability,Climate_Resp_Prof_Appreciation,Climate_Resp_Indiv_Effort,Climate_Resp_Collaboration,Climate_Resp_Work_Env,Climate_Resp_Personal_Life,Climate_Imp_Payment,Climate_Imp_Belonging,Climate_Imp_Impartiality_Recog,Climate_Imp_Treatment,Climate_Imp_Resources,Climate_Pride_Work,Climate_Pride_Team,Climate_Pride_Company,Climate_Cam_Closeness,Climate_Cam_Relaxation,Climate_Cam_Welcoming,Climate_Cam_Community,E_Exit_Reason,E_Exit_Satisfaction,Turnover
EMP-888,Female,39,2,2,14.0,Bachelor,1,14.0,0.0,4,1.0,250,30,216,651.71,92,5030.0,2920.91,0,9.9,316,135,Specialist,Sales,Sao Paulo,7,7.37,5,7,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-889,Female,37,3,3,0.0,No Degree,0,5.2,0.0,8,1.0,250,30,212,0.0,9,2550.0,0.0,0,11.08,399,89,Specialist,IT,Sao Paulo,5,5.74,4,4,4,4,5,5,5,4,5,5,3,4,4,5,5,4,5,5,5,4,4,5,4,5,4,4,4,5,5,4,5,5,4,5,5,Personal,4.0,1
EMP-890,Male,28,0,0,,Master,0,52.5,0.0,9,1.0,250,30,211,118.35,120,6180.0,3405.28,0,10.82,441,8,Specialist,Sales,Rio de Janeiro,5,5.62,5,6,5,5,5,5,5,4,5,5,5,4,5,5,4,4,4,5,4,5,5,5,5,5,3,5,4,5,4,5,5,5,5,5,5,None,,0
EMP-891,Female,41,2,1,2.0,Master,0,2.3,0.0,5,1.0,250,30,215,357.12,50,4910.0,357.12,0,10.92,553,85,Manager,HR,Sao Paulo,9,9.09,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-892,Female,51,1,0,12.0,High School,0,5.0,0.0,12,1.0,250,30,208,433.21,55,3610.0,433.21,0,12.14,477,25,Manager,Legal,Curitiba,6,6.61,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-893,Male,46,3,3,13.0,Bachelor,0,2.5,0.0,6,0.75,187,22,159,0.0,3,2490.0,0.0,0,7.26,625,-19,Specialist,Finance,Sao Paulo,4,4.9,4,2,5,4,5,3,3,4,3,4,3,3,5,5,3,4,4,3,5,5,4,4,4,5,4,4,4,5,4,5,5,2,4,3,5,Retirement,3.0,1
EMP-894,Female,34,0,0,,High School,0,11.0,0.0,4,1.0,250,30,216,1299.8,122,4780.0,1808.01,0,7.73,497,-6,Specialist,HR,Rio de Janeiro,6,6.34,5,4,5,5,5,5,5,5,4,4,5,3,5,5,4,5,5,5,4,5,4,5,4,5,5,5,4,5,5,4,5,4,4,5,5,None,,0
EMP-895,Female,54,1,0,28.0,Bachelor,0,11.1,0.0,9,1.0,250,30,211,92.33,197,7280.0,3957.11,0,13.06,472,-49,Specialist,Operations,Rio de Janeiro,7,7.53,5,7,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-896,Male,31,0,0,,Bachelor,0,10.6,0.0,7,0.5,125,15,103,0.0,2,1575.0,0.0,0,11.39,406,-14,Specialist,Finance,Sao Paulo,7,7.63,5,8,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-897,Male,36,1,0,12.0,High School,0,14.1,0.0,3,0.75,187,22,162,325.21,51,2535.0,325.21,0,9.89,549,24,Analyst,IT,Remote,5,5.97,4,5,5,3,5,5,5,2,5,5,5,5,4,4,5,4,5,5,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,3.0,1
EMP-898,Female,49,0,0,,Bachelor,0,4.8,0.0,3,1.0,250,30,217,0.0,4,3370.0,0.0,0,11.99,437,86,Assistant,Sales,Remote,7,7.34,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-899,Male,31,1,1,3.0,No Degree,0,9.0,0.0,8,1.0,250,30,212,263.78,22,2750.0,263.78,0,8.65,562,107,Intern,Finance,Sao Paulo,7,7.69,5,7,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,3,None,,0
EMP-900,Male,31,0,0,,High School,0,23.3,0.0,11,1.0,250,30,209,639.19,59,3490.0,639.19,0,11.86,670,-5,Analyst,IT,Sao Paulo,7,8.3,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-901,Female,27,1,1,0.0,Master,0,19.7,0.0,4,1.0,250,30,216,925.08,87,5510.0,1458.36,0,13.59,546,1,Intern,HR,Sao Paulo,6,6.41,5,7,5,3,5,5,3,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,None,,0
EMP-902,Male,42,2,2,22.0,High School,1,14.7,0.0,2,1.0,250,30,218,504.7,37,3160.0,504.7,0,8.15,523,84,Director,IT,Sao Paulo,9,8.94,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-903,Male,33,0,0,,Bachelor,0,13.5,0.0,3,1.0,250,30,217,0.0,2,3170.0,0.0,0,13.29,437,-15,Director,Operations,Sao Paulo,4,4.57,4,4,2,3,4,3,3,5,3,4,5,4,4,4,4,4,3,5,4,3,5,5,5,5,4,5,4,5,4,3,3,4,4,3,4,Retirement,2.0,1
EMP-904,Female,23,0,0,,High School,0,9.4,0.0,7,1.0,250,30,213,140.97,60,3430.0,140.97,0,11.84,314,-21,Analyst,IT,Sao Paulo,7,7.2,5,5,4,4,4,3,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-905,Female,34,0,0,,PhD,0,5.4,0.0,4,1.0,250,30,216,1094.26,100,7340.0,2027.17,0,11.09,364,94,Analyst,HR,Sao Paulo,8,9.14,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-906,Male,53,0,0,,Bachelor,0,6.8,0.0,10,1.0,250,30,210,436.92,56,4450.0,436.92,0,9.02,500,-12,Manager,IT,Remote,5,5.01,4,4,2,5,5,3,2,4,5,4,5,4,4,5,5,4,3,4,4,4,4,4,4,5,4,5,4,4,4,5,4,5,4,5,5,Better Offer,3.0,1
EMP-907,Female,49,0,0,,No Degree,0,9.3,0.0,4,1.0,250,30,216,84.52,29,3070.0,84.52,0,8.36,479,-13,Specialist,IT,Rio de Janeiro,6,6.59,5,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,Stress,5.0,1
EMP-908,Female,18,0,0,,High School,0,9.6,0.0,5,0.75,187,22,160,0.0,0,1635.0,0.0,0,9.74,626,-2,Specialist,Marketing,Sao Paulo,6,6.26,5,7,4,4,5,5,5,4,4,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,4,4,Stress,4.0,1
EMP-909,Female,36,1,1,13.0,High School,0,15.2,0.0,6,1.0,250,30,214,248.97,102,4400.0,1308.67,0,11.77,638,143,Specialist,Marketing,Belo Horizonte,8,8.2,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,None,,0
EMP-910,Female,49,1,1,12.0,Master,0,3.2,0.0,4,1.0,250,30,216,354.25,23,4450.0,354.25,0,13.33,590,3,Manager,Finance,Rio de Janeiro,9,8.83,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-911,Female,41,1,1,10.0,Bachelor,0,28.9,0.0,4,1.0,250,30,216,51.92,17,3550.0,51.92,0,8.12,377,32,Specialist,IT,Curitiba,5,6.32,4,3,5,4,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,3,5,4,5,5,5,5,4,4,5,5,5,4,5,None,,0
EMP-912,Male,42,3,2,23.0,Bachelor,0,4.8,0.0,7,1.0,250,30,213,285.57,101,5240.0,1899.27,0,9.59,629,9,Specialist,Operations,Sao Paulo,5,5.71,4,5,4,5,4,5,5,5,5,5,5,2,5,5,5,5,3,5,5,5,5,4,5,4,5,5,5,5,4,5,4,5,5,5,5,Better Offer,4.0,1
EMP-913,Male,47,2,2,21.0,Bachelor,0,14.0,0.0,9,1.0,250,30,211,34.02,79,4850.0,221.74,0,10.9,451,-37,Assistant,Sales,Sao Paulo,6,6.11,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,4,4,5,5,5,3,4,5,5,5,5,4,5,5,4,5,4,4,4,Better Offer,4.0,1
EMP-914,Female,45,2,1,3.0,High School,0,14.1,0.0,3,0.75,187,22,162,270.34,49,2572.5,270.34,0,12.15,296,-40,Specialist,Finance,Sao Paulo,5,5.58,5,4,2,5,5,4,4,5,5,5,4,5,4,5,5,3,5,4,5,5,5,5,3,5,5,5,5,5,3,5,4,4,5,5,5,Stress,5.0,1
EMP-915,Female,36,1,0,2.0,High School,0,19.1,0.0,10,1.0,250,30,210,339.99,32,3000.0,339.99,0,12.33,344,92,Analyst,IT,Rio de Janeiro,7,7.53,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,None,,0
EMP-916,Female,45,1,0,0.0,Master,0,5.8,0.0,3,1.0,250,30,217,565.38,43,4810.0,565.38,0,9.24,326,8,Manager,Legal,Belo Horizonte,4,4.2,5,4,5,3,4,2,2,4,5,5,3,5,5,3,4,4,3,4,4,3,4,5,5,5,4,4,4,4,4,4,4,4,4,3,5,None,,0
EMP-917,Female,35,1,1,13.0,Bachelor,0,6.1,0.0,6,0.75,187,22,159,242.6,63,3307.5,1338.84,0,8.91,373,31,Assistant,Operations,Sao Paulo,8,8.02,5,10,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-918,Male,55,1,0,9.0,Bachelor,0,73.1,0.0,4,1.0,250,30,216,77.04,37,4090.0,77.04,0,11.32,420,31,Specialist,IT,Belo Horizonte,6,5.94,4,4,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,4,3,5,5,5,5,5,5,Better Offer,4.0,1
EMP-919,Male,35,1,0,17.0,Bachelor,0,5.2,0.0,4,1.0,250,30,216,603.79,94,5030.0,1608.47,0,13.69,589,-72,Specialist,Finance,Remote,9,9.06,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-920,Male,31,2,0,5.0,Bachelor,0,2.4,0.0,4,1.0,250,30,216,49.58,37,3850.0,49.58,0,13.81,502,108,Director,Finance,Sao Paulo,6,6.92,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,Stress,5.0,1
EMP-921,Female,36,6,4,9.0,High School,0,5.5,0.0,3,1.0,250,30,217,418.96,35,3060.0,418.96,0,8.26,471,56,Intern,Legal,Remote,7,7.63,4,6,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,None,,0
EMP-922,Male,33,2,1,5.0,Master,0,8.1,0.0,6,1.0,250,30,214,580.74,180,7430.0,651.07,0,12.44,500,-46,Analyst,Legal,Belo Horizonte,7,7.64,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-923,Female,36,3,2,12.0,High School,0,9.6,0.0,8,1.0,250,30,212,44.43,33,3020.0,44.43,0,12.33,598,-7,Specialist,IT,Sao Paulo,8,8.61,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-924,Female,51,2,0,27.0,Bachelor,0,11.0,0.0,9,1.0,250,30,211,0.0,8,3470.0,0.0,0,10.53,567,25,Analyst,Operations,Rio de Janeiro,9,8.85,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-925,Male,25,0,0,,Master,0,2.0,0.0,5,1.0,250,30,215,289.72,48,4710.0,289.72,0,10.3,413,-16,Assistant,Sales,Rio de Janeiro,3,3.98,4,4,5,4,5,4,5,4,5,4,5,5,4,4,5,4,4,5,4,5,4,4,5,4,4,3,3,2,4,3,3,3,2,3,3,Dissatisfaction,2.0,1
EMP-926,Male,31,1,1,0.0,High School,0,4.7,0.0,2,1.0,250,30,218,20.04,18,2670.0,20.04,1,10.04,487,36,Manager,Sales,Rio de Janeiro,8,8.73,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Retirement,5.0,1
EMP-927,Male,51,0,0,,Master,0,13.9,0.0,6,1.0,250,30,214,1153.6,343,10870.0,4276.71,0,12.22,524,141,Specialist,IT,Rio de Janeiro,5,5.08,5,2,4,5,5,3,5,5,4,5,5,5,5,4,5,5,5,3,5,5,5,3,4,5,5,5,4,5,5,5,5,4,4,5,5,None,,0
EMP-928,Female,51,2,0,1.0,High School,0,18.0,0.0,11,1.0,250,30,209,0.0,7,2650.0,0.0,0,11.19,300,119,Assistant,Operations,Sao Paulo,6,6.57,5,7,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,Better Offer,3.0,1
EMP-929,Male,36,2,0,3.0,PhD,0,3.3,0.0,1,1.0,250,30,219,794.79,31,5980.0,794.79,0,9.67,488,-26,Assistant,Legal,Sao Paulo,7,7.06,5,8,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-930,Male,35,3,3,10.0,Bachelor,0,3.7,0.0,4,1.0,250,30,216,0.0,6,3270.0,0.0,0,8.0,479,44,Assistant,HR,Sao Paulo,9,8.98,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-931,Male,40,2,1,13.0,Master,0,2.3,0.0,2,1.0,250,30,218,199.43,30,4500.0,199.43,0,13.66,526,68,Intern,Sales,Sao Paulo,7,7.82,5,7,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,Better Offer,5.0,1
EMP-932,Male,45,0,0,,High School,0,3.4,0.0,3,1.0,250,30,217,781.71,58,3610.0,781.71,0,11.47,534,3,Specialist,Finance,Sao Paulo,8,8.48,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,None,,0
EMP-933,Male,36,1,1,17.0,No Degree,0,11.5,0.0,6,1.0,250,30,214,230.35,158,5520.0,706.09,0,13.8,487,-20,Assistant,HR,Curitiba,4,4.43,4,5,4,5,5,5,3,5,3,4,5,4,3,3,4,4,4,5,5,5,4,4,5,4,5,3,5,5,4,4,4,4,5,5,5,Stress,3.0,1
EMP-934,Male,30,3,3,0.0,Master,0,8.8,0.0,3,1.0,250,30,217,0.0,9,3980.0,0.0,0,8.2,487,37,Manager,IT,Rio de Janeiro,8,8.68,5,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-935,Male,48,3,2,5.0,High School,0,2.2,0.0,7,1.0,250,30,213,0.0,6,2600.0,0.0,0,7.87,320,31,Assistant,Marketing,Sao Paulo,8,8.11,4,9,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-936,Female,42,2,0,8.0,Master,0,17.9,0.0,10,1.0,250,30,210,734.01,75,5420.0,2977.48,0,8.06,417,71,Analyst,Legal,Rio de Janeiro,5,5.83,5,5,5,5,5,5,4,3,4,5,4,4,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,None,,0
EMP-937,Male,43,1,0,10.0,Master,0,9.0,0.0,6,1.0,250,30,214,1478.15,107,6070.0,1659.43,0,10.61,556,38,Director,Marketing,Rio de Janeiro,5,5.51,4,6,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,3,5,4,5,4,5,4,4,5,5,4,5,5,5,4,4,None,,0
EMP-938,Male,25,0,0,,High School,0,2.2,0.0,2,1.0,250,30,218,167.94,71,3670.0,1907.3,0,11.57,457,102,Specialist,Sales,Belo Horizonte,6,5.98,3,7,4,5,5,5,4,4,5,5,4,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,Dissatisfaction,5.0,1
EMP-939,Female,38,2,1,0.0,Bachelor,0,2.7,0.0,4,1.0,250,30,216,318.52,112,5420.0,1951.79,0,8.75,514,46,Specialist,IT,Rio de Janeiro,4,5.03,5,4,5,5,4,5,5,3,4,5,4,3,5,4,2,4,3,4,4,5,5,5,5,4,4,4,5,5,4,5,4,4,4,5,5,Personal,4.0,1
EMP-940,Female,34,1,1,15.0,Bachelor,0,9.3,0.0,1,0.5,125,15,109,177.66,33,1900.0,177.66,0,13.34,457,23,Assistant,Marketing,Rio de Janeiro,4,4.36,5,6,5,2,1,5,5,4,5,5,4,5,3,4,3,5,5,5,4,3,5,2,4,4,4,4,4,5,4,4,4,4,5,4,5,Stress,5.0,1
EMP-941,Female,45,1,1,26.0,High School,0,19.0,0.0,5,0.5,125,15,105,257.6,74,1965.0,710.53,0,11.06,309,15,Analyst,Sales,Sao Paulo,5,5.34,4,6,5,4,4,5,4,5,5,3,4,2,5,5,5,5,4,4,4,5,5,4,5,3,5,4,4,5,5,5,4,5,5,5,4,Better Offer,4.0,1
EMP-942,Male,18,0,0,,High School,0,9.8,0.0,9,1.0,250,30,211,0.0,0,2180.0,0.0,0,13.41,408,22,Manager,Sales,Belo Horizonte,6,6.25,5,5,4,5,5,5,5,4,4,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,None,,0
EMP-943,Male,31,2,2,1.0,Master,0,1.2,0.0,6,0.75,187,22,159,165.22,85,4132.5,2083.71,0,13.15,462,23,Analyst,Marketing,Remote,7,7.5,5,8,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,None,,0
EMP-944,Female,36,0,0,,Master,0,5.9,0.0,4,0.75,187,22,161,0.0,7,3000.0,0.0,0,9.68,503,37,Manager,Operations,Sao Paulo,6,6.74,5,8,4,5,5,5,4,5,4,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,Better Offer,5.0,1
EMP-945,Female,42,0,0,,High School,0,8.7,0.0,7,1.0,250,30,213,268.99,60,3620.0,268.99,0,7.52,310,0,Assistant,IT,Sao Paulo,6,7.14,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,None,,0
EMP-946,Male,35,1,1,7.0,High School,0,4.9,0.0,4,1.0,250,30,216,0.0,5,2450.0,0.0,0,9.65,575,-32,Analyst,Marketing,Sao Paulo,6,6.74,5,8,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-947,Female,38,4,3,13.0,Bachelor,0,5.2,0.0,2,1.0,250,30,218,45.1,66,4500.0,1999.58,0,13.59,472,55,Analyst,HR,Rio de Janeiro,7,7.22,5,7,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,None,,0
EMP-948,Male,29,4,1,9.0,Bachelor,0,3.9,0.0,8,1.0,250,30,212,784.45,100,5090.0,2484.04,0,10.68,541,38,Specialist,Finance,Rio de Janeiro,3,3.98,2,5,4,4,5,5,5,4,4,4,3,5,4,4,4,3,4,4,5,4,5,4,3,3,4,4,5,4,4,3,2,4,3,3,4,Dissatisfaction,1.0,1
EMP-949,Male,27,3,3,5.0,High School,0,4.9,0.0,5,1.0,250,30,215,260.22,108,4430.0,1144.91,0,11.35,375,-35,Manager,Finance,Sao Paulo,6,6.4,4,6,5,2,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,Retirement,5.0,1
EMP-950,Male,33,0,0,,High School,0,3.9,0.0,7,1.0,250,30,213,0.0,10,2530.0,0.0,0,7.5,570,-59,Intern,Legal,Rio de Janeiro,9,8.89,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,None,,0
EMP-951,Female,18,0,0,,No Degree,0,3.7,0.0,4,1.0,250,30,216,0.0,0,2180.0,0.0,0,7.85,485,69,Director,Marketing,Rio de Janeiro,5,5.42,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,3,5,4,5,4,5,5,5,3,5,5,4,5,5,5,Dissatisfaction,3.0,1
EMP-952,Male,32,2,2,4.0,PhD,0,27.9,0.0,3,0.5,125,15,107,64.3,17,2830.0,64.3,0,12.39,601,-54,Assistant,Operations,Remote,5,5.14,4,6,5,5,5,3,4,3,5,3,5,4,4,5,5,4,5,4,5,5,3,5,5,5,4,5,5,4,5,4,5,4,5,5,5,Stress,3.0,1
EMP-953,Male,51,2,0,22.0,Bachelor,0,0.3,0.0,5,1.0,250,30,215,904.49,70,4710.0,1821.75,0,9.21,631,16,Assistant,Legal,Curitiba,5,5.7,5,3,3,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,4,5,4,5,5,4,5,5,4,4,4,5,5,5,5,4,None,,0
EMP-954,Female,42,0,0,,Bachelor,0,2.2,0.0,6,1.0,250,30,214,271.26,34,3900.0,271.26,0,10.89,532,98,Specialist,HR,Remote,6,6.92,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,4,3,5,4,4,Dissatisfaction,5.0,1
EMP-955,Male,37,0,0,,High School,0,7.8,0.0,6,0.5,125,15,104,155.31,70,1885.0,1130.24,0,13.05,483,69,Specialist,HR,Sao Paulo,5,4.89,4,4,5,4,5,5,3,5,5,3,3,5,5,5,4,4,5,5,4,5,5,4,4,5,5,5,5,4,5,4,4,5,4,4,4,Better Offer,4.0,1
EMP-956,Female,44,0,0,,High School,0,18.9,0.0,1,1.0,250,30,219,448.67,50,3440.0,448.67,0,12.77,403,27,Specialist,Finance,Remote,4,5.54,5,4,3,5,4,4,2,4,5,4,5,4,3,4,5,5,3,4,3,4,5,5,5,5,5,5,5,4,5,4,5,4,5,5,4,Dissatisfaction,3.0,1
EMP-957,Female,48,2,2,0.0,High School,0,3.3,0.0,4,0.75,187,22,161,449.7,16,2100.0,449.7,0,13.39,760,-6,Director,Marketing,Belo Horizonte,6,6.27,5,5,5,4,5,5,5,5,5,5,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,3,5,5,5,5,Better Offer,5.0,1
EMP-958,Male,42,0,0,,Bachelor,0,12.3,0.0,8,1.0,250,30,212,0.0,5,3320.0,0.0,0,11.96,531,-39,Analyst,Marketing,Sao Paulo,6,6.76,5,6,5,5,3,4,5,5,5,5,5,3,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,None,,0
EMP-959,Male,35,2,1,17.0,Bachelor,0,6.2,0.0,3,1.0,250,30,217,212.48,36,3870.0,212.48,0,11.85,434,-54,Specialist,Marketing,Sao Paulo,8,8.33,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,None,,0
EMP-960,Male,25,0,0,,High School,0,3.2,0.0,2,1.0,250,30,218,176.32,50,3250.0,176.32,0,11.67,567,72,Manager,Finance,Remote,7,7.93,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,Stress,4.0,1
EMP-961,Female,36,1,0,3.0,Bachelor,0,4.9,0.0,3,1.0,250,30,217,192.21,66,4480.0,1646.92,0,7.1,403,8,Manager,Operations,Remote,8,8.12,5,7,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Retirement,5.0,1
EMP-962,Male,54,0,0,,High School,0,17.4,0.0,10,1.0,250,30,210,0.0,8,2700.0,0.0,0,11.53,453,-36,Specialist,HR,Sao Paulo,8,7.99,5,8,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-963,Male,36,0,0,,High School,0,3.5,0.0,9,1.0,250,30,211,146.27,66,3680.0,1352.88,0,10.78,412,87,Analyst,Sales,Sao Paulo,7,7.3,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Retirement,5.0,1
EMP-964,Female,35,0,0,,Bachelor,0,6.2,0.0,3,1.0,250,30,217,49.25,23,3610.0,49.25,0,10.93,457,96,Specialist,Sales,Remote,5,5.74,4,1,4,5,5,5,5,5,4,4,4,5,5,5,5,4,4,5,5,5,5,5,3,4,5,5,5,5,5,4,5,5,5,5,5,None,,0
